request_id,requested_date,scheduled_date,completed_date,waiting_hours_to_schedule,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-003630,2026-02-10,2026-02-11,,30.9,1.29,168,True
REQ-003631,2026-02-10,2026-02-10,2026-02-10,7.6,0.32,72,True
REQ-003632,2026-02-10,2026-02-10,2026-02-10,1.8,0.08,79,True
REQ-003633,2026-02-10,2026-02-10,2026-02-10,20.8,0.87,168,True
REQ-003634,2026-02-10,2026-02-13,2026-02-13,73.6,3.07,168,True
REQ-003635,2026-02-10,2026-02-11,2026-02-11,40.6,1.69,168,True
REQ-003636,2026-02-10,2026-02-11,2026-02-11,28.5,1.19,218,True
REQ-003637,2026-02-10,2026-02-10,2026-02-10,2.1,0.09,4,True
REQ-003638,2026-02-10,2026-02-13,,90.3,3.76,185,True
REQ-003639,2026-02-10,2026-02-12,2026-02-12,49.6,2.07,185,True
REQ-003640,2026-02-10,2026-02-10,2026-02-10,14.6,0.61,26,True
REQ-003642,2026-02-10,2026-02-12,,68.3,2.84,218,True
REQ-003643,2026-02-10,2026-02-10,2026-02-10,19.7,0.82,94,True
REQ-003644,2026-02-10,2026-02-11,2026-02-11,42.9,1.79,24,False
REQ-003645,2026-02-10,2026-02-10,,12.9,0.54,24,True
REQ-003646,2026-02-10,2026-02-10,2026-02-10,14.6,0.61,168,True
REQ-003647,2026-02-10,2026-02-10,2026-02-10,17.0,0.71,168,True
REQ-003648,2026-02-10,2026-02-10,,7.7,0.32,94,True
REQ-003649,2026-02-10,2026-02-10,2026-02-10,8.0,0.34,24,True
REQ-003650,2026-02-10,2026-02-15,2026-02-15,142.7,5.94,218,True
REQ-003651,2026-02-10,2026-02-11,2026-02-11,30.6,1.27,4,False
REQ-003652,2026-02-10,2026-02-11,2026-02-11,32.0,1.33,72,True
REQ-003653,2026-02-10,2026-02-10,,10.6,0.44,168,True
REQ-003654,2026-02-10,2026-02-11,2026-02-11,43.0,1.79,72,True
REQ-003655,2026-02-10,2026-02-11,2026-02-11,40.4,1.68,168,True
REQ-003656,2026-02-10,2026-02-11,2026-02-11,43.9,1.83,72,True
REQ-003657,2026-02-10,2026-02-12,,50.9,2.12,168,True
REQ-003659,2026-02-11,2026-02-12,2026-02-12,36.6,1.52,94,True
REQ-003660,2026-02-11,2026-02-16,,130.7,5.44,185,True
REQ-003661,2026-02-11,2026-02-12,2026-02-12,26.0,1.08,185,True
REQ-003663,2026-02-11,2026-02-12,2026-02-12,27.9,1.16,72,True
REQ-003664,2026-02-11,2026-02-14,2026-02-14,78.4,3.27,218,True
REQ-003665,2026-02-11,2026-02-12,2026-02-12,36.0,1.5,94,True
REQ-003666,2026-02-11,2026-02-11,2026-02-11,10.7,0.45,79,True
REQ-003667,2026-02-11,2026-02-12,,33.7,1.4,185,True
REQ-003668,2026-02-11,2026-02-11,2026-02-11,11.5,0.48,24,True
REQ-003669,2026-02-11,2026-02-11,2026-02-11,10.7,0.45,24,True
REQ-003670,2026-02-11,2026-02-13,2026-02-13,69.4,2.89,72,True
REQ-003672,2026-02-11,2026-02-11,2026-02-11,12.6,0.53,24,True
REQ-003673,2026-02-11,2026-02-13,2026-02-13,49.4,2.06,218,True
REQ-003674,2026-02-11,2026-02-11,2026-02-11,19.0,0.79,168,True
REQ-003675,2026-02-11,2026-02-11,2026-02-11,5.9,0.25,218,True
REQ-003677,2026-02-11,2026-02-14,2026-02-14,72.6,3.02,218,True
REQ-003678,2026-02-11,2026-02-12,2026-02-12,38.0,1.58,72,True
REQ-003679,2026-02-11,2026-02-13,2026-02-13,49.4,2.06,185,True
REQ-003680,2026-02-11,2026-02-11,,21.3,0.89,24,True
REQ-003681,2026-02-11,2026-02-12,,25.0,1.04,72,True
REQ-003682,2026-02-11,2026-02-11,2026-02-11,22.7,0.95,168,True
REQ-003683,2026-02-11,2026-02-12,2026-02-12,25.5,1.06,72,True
REQ-003684,2026-02-11,2026-02-13,2026-02-13,71.2,2.97,185,True
REQ-003685,2026-02-12,2026-02-12,2026-02-12,5.8,0.24,168,True
REQ-003686,2026-02-12,2026-02-12,2026-02-12,9.8,0.41,185,True
REQ-003687,2026-02-12,2026-02-12,2026-02-12,19.4,0.81,168,True
REQ-003689,2026-02-12,2026-02-14,2026-02-14,63.6,2.65,185,True
REQ-003690,2026-02-12,2026-02-13,,26.9,1.12,168,True
REQ-003691,2026-02-12,2026-02-13,,39.0,1.62,31,False
REQ-003693,2026-02-12,2026-02-13,2026-02-13,45.2,1.88,218,True
REQ-003694,2026-02-12,2026-02-13,2026-02-13,24.2,1.01,185,True
REQ-003695,2026-02-12,2026-02-12,2026-02-12,8.8,0.37,72,True
REQ-003696,2026-02-12,2026-02-12,2026-02-12,14.1,0.59,24,True
REQ-003697,2026-02-12,2026-02-13,2026-02-13,46.2,1.93,168,True
REQ-003698,2026-02-12,2026-02-12,,17.9,0.75,94,True
REQ-003699,2026-02-12,2026-02-12,2026-02-12,10.7,0.44,24,True
REQ-003700,2026-02-12,2026-02-12,,2.6,0.11,5,True
REQ-003701,2026-02-12,2026-02-12,2026-02-12,23.5,0.98,79,True
REQ-003702,2026-02-12,2026-02-13,,40.0,1.66,185,True
REQ-003703,2026-02-12,2026-02-13,2026-02-13,47.9,2.0,218,True
REQ-003704,2026-02-12,2026-02-12,2026-02-12,11.8,0.49,168,True
REQ-003705,2026-02-12,2026-02-13,,45.3,1.89,79,True
REQ-003706,2026-02-12,2026-02-15,2026-02-15,76.1,3.17,72,False
REQ-003707,2026-02-12,2026-02-13,,32.2,1.34,168,True
REQ-003708,2026-02-12,2026-02-14,,50.2,2.09,185,True
REQ-003709,2026-02-12,2026-02-12,,14.3,0.6,26,True
REQ-003710,2026-02-12,2026-02-13,,24.3,1.01,168,True
REQ-003711,2026-02-12,2026-02-13,,44.6,1.86,79,True
REQ-003712,2026-02-12,2026-02-12,2026-02-12,6.7,0.28,168,True
REQ-003713,2026-02-12,2026-02-13,,26.4,1.1,79,True
REQ-003714,2026-02-12,2026-02-13,2026-02-13,25.1,1.05,31,True
REQ-003716,2026-02-12,2026-02-12,2026-02-12,10.1,0.42,72,True
REQ-003717,2026-02-13,2026-02-14,2026-02-14,45.2,1.88,218,True
REQ-003718,2026-02-13,2026-02-13,2026-02-13,13.3,0.55,26,True
REQ-003719,2026-02-13,2026-02-14,,37.0,1.54,168,True
REQ-003720,2026-02-13,2026-02-14,2026-02-14,44.0,1.83,31,False
REQ-003721,2026-02-13,2026-02-14,,28.5,1.19,185,True
REQ-003722,2026-02-13,2026-02-13,2026-02-13,16.1,0.67,168,True
REQ-003723,2026-02-13,2026-02-13,2026-02-13,22.9,0.95,94,True
REQ-003724,2026-02-13,2026-02-14,2026-02-14,42.1,1.75,168,True
REQ-003725,2026-02-13,2026-02-14,2026-02-14,36.5,1.52,72,True
REQ-003726,2026-02-13,2026-02-14,,48.0,2.0,94,True
REQ-003727,2026-02-13,2026-02-15,2026-02-15,49.0,2.04,26,False
REQ-003728,2026-02-13,2026-02-13,2026-02-13,22.9,0.95,31,True
REQ-003729,2026-02-13,2026-02-13,2026-02-13,10.0,0.42,79,True
REQ-003730,2026-02-13,2026-02-16,2026-02-16,84.6,3.52,168,True
REQ-003731,2026-02-13,2026-02-16,,81.2,3.38,185,True
REQ-003732,2026-02-13,2026-02-15,,52.3,2.18,168,True
REQ-003733,2026-02-13,2026-02-13,,12.6,0.52,79,True
REQ-003734,2026-02-13,2026-02-13,,7.6,0.32,26,True
REQ-003736,2026-02-13,2026-02-13,2026-02-13,15.2,0.63,218,True
REQ-003737,2026-02-13,2026-02-13,2026-02-13,10.4,0.43,79,True
REQ-003738,2026-02-13,2026-02-15,2026-02-15,51.8,2.16,185,True
REQ-003739,2026-02-13,2026-02-13,,15.2,0.63,185,True
REQ-003740,2026-02-13,2026-02-13,2026-02-13,15.7,0.65,31,True
REQ-003741,2026-02-13,2026-02-16,2026-02-16,77.8,3.24,218,True
REQ-003742,2026-02-13,2026-02-13,,14.8,0.62,94,True
REQ-003743,2026-02-14,2026-02-15,2026-02-15,28.9,1.21,168,True
REQ-003744,2026-02-14,2026-02-14,2026-02-14,12.8,0.53,72,True
REQ-003746,2026-02-14,2026-02-15,,44.1,1.84,218,True
REQ-003748,2026-02-14,2026-02-15,2026-02-15,42.2,1.76,72,True
REQ-003749,2026-02-14,2026-02-14,2026-02-14,12.2,0.51,185,True
REQ-003750,2026-02-14,2026-02-14,2026-02-14,4.2,0.18,72,True
REQ-003751,2026-02-14,2026-02-14,2026-02-14,13.3,0.56,31,True
REQ-003752,2026-02-15,2026-02-17,,53.7,2.24,185,True
REQ-003753,2026-02-15,2026-02-17,2026-02-17,67.6,2.82,218,True
REQ-003754,2026-02-15,2026-02-15,,13.0,0.54,72,True
REQ-003755,2026-02-15,2026-02-15,,16.6,0.69,168,True
REQ-003756,2026-02-15,2026-02-15,,11.0,0.46,168,True
REQ-003759,2026-02-15,2026-02-16,,27.6,1.15,79,True
REQ-003760,2026-02-15,2026-02-15,2026-02-15,9.4,0.39,72,True
REQ-003761,2026-02-16,2026-02-17,,37.4,1.56,185,True
REQ-003762,2026-02-16,2026-02-17,2026-02-17,25.8,1.08,168,True
REQ-003763,2026-02-16,2026-02-17,,26.7,1.11,218,True
REQ-003764,2026-02-16,2026-02-16,,15.8,0.66,185,True
REQ-003765,2026-02-16,2026-02-17,2026-02-17,36.0,1.5,185,True
REQ-003766,2026-02-16,2026-02-16,,8.3,0.35,79,True
REQ-003767,2026-02-16,2026-02-16,,10.0,0.42,168,True
REQ-003768,2026-02-16,2026-02-18,,59.1,2.46,218,True
REQ-003769,2026-02-16,2026-02-16,2026-02-16,4.7,0.19,72,True
REQ-003770,2026-02-16,2026-02-16,,5.5,0.23,218,True
REQ-003772,2026-02-16,2026-02-16,2026-02-16,13.7,0.57,185,True
REQ-003773,2026-02-16,2026-02-16,,12.8,0.53,168,True
REQ-003774,2026-02-16,2026-02-16,2026-02-16,23.4,0.97,24,True
REQ-003775,2026-02-16,2026-02-18,2026-02-18,52.0,2.16,168,True
REQ-003776,2026-02-16,2026-02-17,,29.4,1.22,168,True
REQ-003777,2026-02-16,2026-02-19,2026-02-19,83.5,3.48,94,True
REQ-003778,2026-02-16,2026-02-17,2026-02-17,47.9,2.0,72,True
REQ-003779,2026-02-16,2026-02-18,,51.0,2.12,218,True
REQ-003781,2026-02-17,2026-02-17,2026-02-17,11.1,0.46,72,True
REQ-003782,2026-02-17,2026-02-20,2026-02-20,92.4,3.85,168,True
REQ-003783,2026-02-17,2026-02-17,,13.3,0.55,26,True
REQ-003784,2026-02-17,2026-02-17,,23.8,0.99,168,True
REQ-003785,2026-02-17,2026-02-17,2026-02-17,21.9,0.91,79,True
REQ-003786,2026-02-17,2026-02-18,2026-02-18,45.6,1.9,218,True
REQ-003787,2026-02-17,2026-02-19,2026-02-19,50.3,2.1,79,True
REQ-003788,2026-02-17,2026-02-17,2026-02-17,11.4,0.48,168,True
REQ-003789,2026-02-17,2026-02-17,2026-02-17,18.8,0.78,24,True
REQ-003790,2026-02-17,2026-02-17,2026-02-17,19.8,0.83,26,True
REQ-003791,2026-02-17,2026-02-18,,31.1,1.29,72,True
REQ-003792,2026-02-17,2026-02-18,,37.7,1.57,79,True
REQ-003793,2026-02-17,2026-02-18,2026-02-18,30.1,1.26,72,True
REQ-003795,2026-02-17,2026-02-18,2026-02-18,35.0,1.46,26,False
REQ-003796,2026-02-17,2026-02-18,2026-02-18,35.2,1.47,94,True
REQ-003797,2026-02-17,2026-02-21,2026-02-21,109.3,4.55,185,True
REQ-003798,2026-02-17,2026-02-17,,9.5,0.4,4,False
REQ-003799,2026-02-17,2026-02-19,,53.8,2.24,94,True
REQ-003800,2026-02-17,2026-02-19,2026-02-19,70.2,2.92,185,True
REQ-003801,2026-02-17,2026-02-19,2026-02-19,61.7,2.57,218,True
REQ-003802,2026-02-17,2026-02-17,2026-02-17,5.9,0.25,24,True
REQ-003803,2026-02-18,2026-02-18,,6.9,0.29,24,True
REQ-003804,2026-02-18,2026-02-19,2026-02-19,38.8,1.62,26,False
REQ-003805,2026-02-18,2026-02-18,2026-02-18,16.3,0.68,94,True
REQ-003806,2026-02-18,2026-02-18,,20.7,0.86,218,True
REQ-003807,2026-02-18,2026-02-19,2026-02-19,33.1,1.38,31,False
REQ-003808,2026-02-18,2026-02-18,2026-02-18,18.8,0.78,168,True
REQ-003809,2026-02-18,2026-02-19,2026-02-19,25.0,1.04,218,True
REQ-003810,2026-02-18,2026-02-19,2026-02-19,30.1,1.26,168,True
REQ-003811,2026-02-18,2026-02-19,,40.6,1.69,218,True
REQ-003812,2026-02-18,2026-02-18,2026-02-18,19.3,0.81,218,True
REQ-003813,2026-02-18,2026-02-19,2026-02-19,26.8,1.12,218,True
REQ-003814,2026-02-18,2026-02-19,2026-02-19,32.4,1.35,94,True
REQ-003815,2026-02-18,2026-02-19,2026-02-19,43.9,1.83,168,True
REQ-003816,2026-02-18,2026-02-19,2026-02-19,25.1,1.04,168,True
REQ-003817,2026-02-18,2026-02-18,,8.2,0.34,185,True
REQ-003818,2026-02-18,2026-02-20,,49.9,2.08,185,True
REQ-003819,2026-02-18,2026-02-18,2026-02-18,17.1,0.71,24,True
REQ-003820,2026-02-18,2026-02-19,,28.0,1.16,168,True
REQ-003821,2026-02-18,2026-02-19,,35.6,1.49,185,True
REQ-003822,2026-02-19,2026-02-20,2026-02-20,30.0,1.25,94,True
REQ-003823,2026-02-19,2026-02-22,2026-02-22,74.0,3.08,218,True
REQ-003824,2026-02-19,2026-02-19,2026-02-19,13.5,0.56,185,True
REQ-003825,2026-02-19,2026-02-19,2026-02-19,7.8,0.32,24,True
REQ-003826,2026-02-19,2026-02-19,2026-02-19,21.9,0.91,168,True
REQ-003827,2026-02-19,2026-02-19,2026-02-19,23.4,0.97,24,True
REQ-003828,2026-02-19,2026-02-20,2026-02-20,29.7,1.24,72,True
REQ-003829,2026-02-19,2026-02-19,2026-02-19,21.3,0.89,185,True
REQ-003830,2026-02-19,2026-02-19,2026-02-19,10.8,0.45,218,True
REQ-003831,2026-02-19,2026-02-19,2026-02-19,19.9,0.83,24,True
REQ-003832,2026-02-19,2026-02-20,,26.3,1.09,218,True
REQ-003833,2026-02-19,2026-02-20,2026-02-20,46.7,1.95,218,True
REQ-003834,2026-02-19,2026-02-19,2026-02-19,17.2,0.72,218,True
REQ-003835,2026-02-19,2026-02-19,2026-02-19,19.7,0.82,72,True
REQ-003836,2026-02-19,2026-02-20,2026-02-20,33.3,1.39,185,True
REQ-003837,2026-02-19,2026-02-20,2026-02-20,45.5,1.9,72,True
REQ-003838,2026-02-19,2026-02-21,2026-02-21,48.4,2.02,168,True
REQ-003839,2026-02-19,2026-02-19,2026-02-19,3.3,0.14,24,True
REQ-003840,2026-02-19,2026-02-20,,29.6,1.23,168,True
REQ-003841,2026-02-19,2026-02-22,2026-02-22,72.7,3.03,218,True
REQ-003842,2026-02-19,2026-02-23,,114.0,4.75,94,False
REQ-003843,2026-02-19,2026-02-19,,13.6,0.57,168,True
REQ-003844,2026-02-19,2026-02-19,2026-02-19,6.5,0.27,72,True
REQ-003845,2026-02-19,2026-02-20,2026-02-20,46.8,1.95,218,True
REQ-003846,2026-02-19,2026-02-24,,131.2,5.47,79,False
REQ-003847,2026-02-19,2026-02-20,2026-02-20,33.9,1.41,168,True
REQ-003848,2026-02-19,2026-02-19,2026-02-19,18.6,0.78,72,True
REQ-003850,2026-02-20,2026-02-20,,18.2,0.76,72,True
REQ-003851,2026-02-20,2026-02-20,2026-02-20,16.5,0.69,24,True
REQ-003852,2026-02-20,2026-02-23,2026-02-23,86.4,3.6,94,True
REQ-003853,2026-02-20,2026-02-20,2026-02-20,7.0,0.29,72,True
REQ-003854,2026-02-20,2026-02-22,,55.8,2.33,218,True
REQ-003855,2026-02-20,2026-02-20,2026-02-20,16.8,0.7,31,True
REQ-003856,2026-02-20,2026-02-20,2026-02-20,11.6,0.48,218,True
REQ-003857,2026-02-20,2026-02-24,,105.1,4.38,168,True
REQ-003858,2026-02-20,2026-02-20,2026-02-20,11.0,0.46,4,False
REQ-003859,2026-02-20,2026-02-22,2026-02-22,67.6,2.82,168,True
REQ-003860,2026-02-20,2026-02-20,2026-02-20,19.5,0.81,72,True
REQ-003861,2026-02-20,2026-02-21,,29.7,1.24,218,True
REQ-003862,2026-02-20,2026-02-22,2026-02-22,51.7,2.16,79,True
REQ-003863,2026-02-20,2026-02-22,,67.1,2.79,4,False
REQ-003864,2026-02-20,2026-02-20,,23.5,0.98,72,True
REQ-003865,2026-02-20,2026-02-21,2026-02-21,40.2,1.67,26,False
REQ-003866,2026-02-20,2026-02-22,,53.9,2.24,72,True
REQ-003867,2026-02-20,2026-02-22,2026-02-22,51.4,2.14,185,True
REQ-003868,2026-02-20,2026-02-21,2026-02-21,27.4,1.14,185,True
REQ-003869,2026-02-20,2026-02-20,,8.6,0.36,94,True
REQ-003870,2026-02-21,2026-02-22,2026-02-22,25.6,1.07,26,True
REQ-003871,2026-02-21,2026-02-21,2026-02-21,20.0,0.83,218,True
REQ-003872,2026-02-21,2026-02-21,2026-02-21,17.1,0.71,72,True
REQ-003874,2026-02-21,2026-02-21,2026-02-21,7.5,0.31,24,True
REQ-003876,2026-02-21,2026-02-22,2026-02-22,25.5,1.06,185,True
REQ-003877,2026-02-21,2026-02-21,2026-02-21,7.2,0.3,4,False
REQ-003878,2026-02-22,2026-02-23,,33.0,1.37,185,True
REQ-003879,2026-02-22,2026-02-23,2026-02-23,35.9,1.49,218,True
REQ-003880,2026-02-22,2026-02-23,,41.3,1.72,72,True
REQ-003883,2026-02-22,2026-02-24,,64.3,2.68,218,True
REQ-003884,2026-02-22,2026-02-22,,22.8,0.95,185,True
REQ-003885,2026-02-22,2026-02-22,2026-02-22,10.5,0.44,168,True
REQ-003886,2026-02-22,2026-02-25,2026-02-25,72.5,3.02,26,False
REQ-003887,2026-02-22,2026-02-22,2026-02-22,7.7,0.32,168,True
REQ-003888,2026-02-23,2026-02-23,2026-02-23,22.5,0.94,185,True
REQ-003889,2026-02-23,2026-02-24,2026-02-24,35.8,1.49,26,False
REQ-003890,2026-02-23,2026-02-23,,20.4,0.85,218,True
REQ-003891,2026-02-23,2026-02-23,2026-02-23,13.4,0.56,4,False
REQ-003892,2026-02-23,2026-02-23,,14.2,0.59,72,True
REQ-003893,2026-02-23,2026-02-25,,59.1,2.46,168,True
REQ-003894,2026-02-23,2026-02-24,2026-02-24,28.5,1.19,218,True
REQ-003895,2026-02-23,2026-02-26,2026-02-26,73.5,3.06,168,True
REQ-003896,2026-02-23,2026-02-23,,16.9,0.7,94,True
REQ-003897,2026-02-23,2026-02-24,2026-02-24,24.2,1.01,168,True
REQ-003898,2026-02-23,2026-02-24,2026-02-24,31.2,1.3,72,True
REQ-003899,2026-02-23,2026-02-24,2026-02-24,37.2,1.55,168,True
REQ-003900,2026-02-23,2026-02-25,,61.4,2.56,218,True
REQ-003901,2026-02-23,2026-02-23,,13.5,0.56,168,True
REQ-003902,2026-02-23,2026-02-24,,42.3,1.76,218,True
REQ-003903,2026-02-23,2026-02-25,2026-02-25,49.1,2.05,185,True
REQ-003904,2026-02-23,2026-02-23,2026-02-23,22.6,0.94,218,True
REQ-003905,2026-02-23,2026-02-23,2026-02-23,17.9,0.75,24,True
REQ-003906,2026-02-23,2026-02-24,2026-02-24,39.5,1.64,72,True
REQ-003907,2026-02-23,2026-02-23,2026-02-23,7.9,0.33,72,True
REQ-003908,2026-02-24,2026-02-24,2026-02-24,14.9,0.62,24,True
REQ-003910,2026-02-24,2026-02-25,2026-02-25,36.7,1.53,26,False
REQ-003911,2026-02-24,2026-02-24,,19.9,0.83,218,True
REQ-003912,2026-02-24,2026-02-25,,29.8,1.24,79,True
REQ-003913,2026-02-24,2026-02-24,,7.6,0.31,168,True
REQ-003914,2026-02-24,2026-02-24,2026-02-24,6.6,0.28,72,True
REQ-003915,2026-02-24,2026-02-26,2026-02-26,48.5,2.02,218,True
REQ-003916,2026-02-24,2026-02-24,2026-02-24,17.9,0.75,168,True
REQ-003917,2026-02-24,2026-02-25,2026-02-25,46.1,1.92,72,True
REQ-003918,2026-02-24,2026-02-26,2026-02-26,59.0,2.46,218,True
REQ-003919,2026-02-24,2026-02-25,2026-02-25,33.5,1.4,168,True
REQ-003920,2026-02-24,2026-02-24,,14.4,0.6,72,True
REQ-003921,2026-02-24,2026-02-25,,45.0,1.87,24,False
REQ-003922,2026-02-24,2026-02-24,2026-02-24,15.9,0.66,24,True
REQ-003923,2026-02-24,2026-02-25,2026-02-25,27.5,1.15,94,True
REQ-003924,2026-02-24,2026-02-24,,23.4,0.98,218,True
REQ-003925,2026-02-24,2026-02-24,2026-02-24,9.5,0.39,168,True
REQ-003926,2026-02-24,2026-02-24,2026-02-24,21.4,0.89,94,True
REQ-003927,2026-02-24,2026-02-24,,22.8,0.95,168,True
REQ-003928,2026-02-24,2026-02-25,2026-02-25,28.7,1.19,94,True
REQ-003929,2026-02-24,2026-02-24,2026-02-24,23.8,0.99,72,True
REQ-003930,2026-02-25,2026-02-27,,71.6,2.98,218,True
REQ-003931,2026-02-25,2026-02-26,,39.6,1.65,168,True
REQ-003932,2026-02-25,2026-03-02,2026-03-02,122.0,5.09,185,True
REQ-003933,2026-02-25,2026-02-26,,31.8,1.33,24,False
REQ-003934,2026-02-25,2026-02-25,,23.1,0.96,185,True
REQ-003935,2026-02-25,2026-02-25,,19.3,0.8,72,True
REQ-003936,2026-02-25,2026-02-27,2026-02-27,63.7,2.65,185,True
REQ-003937,2026-02-25,2026-02-25,,17.0,0.71,79,True
REQ-003938,2026-02-25,2026-02-25,2026-02-25,24.0,1.0,168,True
REQ-003939,2026-02-25,2026-02-26,2026-02-26,28.8,1.2,79,True
REQ-003940,2026-02-25,2026-02-25,2026-02-25,4.2,0.17,4,False
REQ-003941,2026-02-25,2026-02-25,2026-02-25,15.8,0.66,24,True
REQ-003942,2026-02-25,2026-02-26,,31.2,1.3,168,True
REQ-003943,2026-02-25,2026-02-26,,38.4,1.6,185,True
REQ-003945,2026-02-25,2026-02-26,2026-02-26,39.3,1.64,168,True
REQ-003946,2026-02-25,2026-02-26,2026-02-26,36.2,1.51,94,True
REQ-003947,2026-02-25,2026-02-26,,46.5,1.94,79,True
REQ-003948,2026-02-26,2026-02-28,,53.6,2.23,168,True
REQ-003949,2026-02-26,2026-02-27,,26.5,1.1,218,True
REQ-003950,2026-02-26,2026-02-28,2026-02-28,61.1,2.54,168,True
REQ-003951,2026-02-26,2026-02-27,2026-02-27,33.3,1.39,94,True
REQ-003952,2026-02-26,2026-02-27,,45.7,1.9,218,True
REQ-003954,2026-02-26,2026-02-27,2026-02-27,29.9,1.25,24,False
REQ-003955,2026-02-26,2026-02-27,2026-02-27,26.8,1.12,218,True
REQ-003956,2026-02-26,2026-02-26,2026-02-26,21.5,0.9,168,True
REQ-003957,2026-02-26,2026-02-27,,35.2,1.47,4,False
REQ-003958,2026-02-26,2026-02-28,2026-02-28,66.5,2.77,79,True
REQ-003959,2026-02-26,2026-02-26,2026-02-26,19.2,0.8,72,True
REQ-003960,2026-02-26,2026-02-26,,14.3,0.59,24,True
REQ-003961,2026-02-26,2026-02-27,,24.3,1.01,168,True
REQ-003962,2026-02-26,2026-02-27,,46.3,1.93,168,True
REQ-003963,2026-02-26,2026-02-27,,41.0,1.71,185,True
REQ-003964,2026-02-26,2026-02-26,2026-02-26,15.9,0.66,5,False
REQ-003965,2026-02-26,2026-02-28,2026-02-28,56.7,2.36,218,True
REQ-003966,2026-02-26,2026-02-26,2026-02-26,11.0,0.46,24,True
REQ-003967,2026-02-26,2026-02-26,2026-02-26,11.7,0.49,31,True
REQ-003968,2026-02-27,2026-02-28,2026-02-28,34.6,1.44,185,True
REQ-003970,2026-02-27,2026-02-27,2026-02-27,4.6,0.19,26,True
REQ-003971,2026-02-27,2026-03-01,2026-03-01,54.7,2.28,94,True
REQ-003972,2026-02-27,2026-03-01,,48.5,2.02,218,True
REQ-003974,2026-02-27,2026-02-28,,35.9,1.49,168,True
REQ-003975,2026-02-27,2026-02-27,,1.5,0.06,72,True
REQ-003976,2026-02-27,2026-02-27,,8.1,0.34,72,True
REQ-003977,2026-02-27,2026-02-27,,16.1,0.67,218,True
REQ-003978,2026-02-27,2026-03-01,2026-03-01,49.9,2.08,168,True
REQ-003979,2026-02-27,2026-02-28,2026-02-28,43.7,1.82,168,True
REQ-003980,2026-02-27,2026-02-28,2026-02-28,32.7,1.36,72,True
REQ-003981,2026-02-27,2026-02-27,,9.4,0.39,72,True
REQ-003982,2026-02-27,2026-02-27,,20.9,0.87,72,True
REQ-003983,2026-02-27,2026-02-27,,20.8,0.87,31,True
REQ-003984,2026-02-27,2026-03-02,2026-03-02,94.5,3.94,168,True
REQ-003985,2026-02-28,2026-03-01,,35.9,1.5,94,True
REQ-003986,2026-02-28,2026-03-01,,34.6,1.44,72,True
REQ-003987,2026-02-28,2026-02-28,,13.5,0.56,168,True
REQ-003988,2026-02-28,2026-02-28,2026-02-28,7.3,0.3,94,True
REQ-003989,2026-02-28,2026-02-28,2026-02-28,22.3,0.93,72,True
REQ-003990,2026-02-28,2026-02-28,2026-02-28,23.7,0.99,24,True
REQ-003992,2026-02-28,2026-02-28,,10.5,0.44,185,True
REQ-003993,2026-02-28,2026-03-01,,40.8,1.7,94,True
REQ-003994,2026-02-28,2026-03-02,,63.7,2.65,185,True
REQ-003996,2026-02-28,2026-03-03,2026-03-03,76.9,3.2,168,True
REQ-003997,2026-02-28,2026-02-28,2026-02-28,10.0,0.42,168,True
REQ-003998,2026-02-28,2026-02-28,2026-02-28,11.8,0.49,79,True
REQ-003999,2026-03-01,2026-03-01,,19.3,0.8,168,True
REQ-004000,2026-03-01,2026-03-01,2026-03-01,5.0,0.21,168,True
REQ-004001,2026-03-01,2026-03-01,2026-03-01,18.7,0.78,26,True
REQ-004002,2026-03-01,2026-03-04,2026-03-04,73.8,3.08,168,True
REQ-004003,2026-03-01,2026-03-02,2026-03-02,41.0,1.71,72,True
REQ-004004,2026-03-01,2026-03-03,,65.2,2.71,168,True
REQ-004005,2026-03-01,2026-03-01,,18.0,0.75,168,True
REQ-004006,2026-03-01,2026-03-01,2026-03-01,20.5,0.85,24,True
REQ-004007,2026-03-01,2026-03-02,2026-03-02,27.3,1.14,72,True
REQ-004008,2026-03-01,2026-03-02,,44.0,1.83,185,True
REQ-004009,2026-03-01,2026-03-01,2026-03-01,13.8,0.57,94,True
REQ-004010,2026-03-01,2026-03-01,,20.8,0.86,218,True
REQ-004011,2026-03-02,2026-03-02,2026-03-02,9.3,0.39,168,True
REQ-004012,2026-03-02,2026-03-02,,5.1,0.21,168,True
REQ-004013,2026-03-02,2026-03-02,,16.5,0.69,185,True
REQ-004014,2026-03-02,2026-03-03,,30.5,1.27,94,True
REQ-004015,2026-03-02,2026-03-03,2026-03-03,37.6,1.57,218,True
REQ-004016,2026-03-02,2026-03-03,,30.8,1.28,24,False
REQ-004017,2026-03-02,2026-03-03,2026-03-03,28.7,1.2,218,True
REQ-004018,2026-03-02,2026-03-03,2026-03-03,25.3,1.05,4,False
REQ-004019,2026-03-02,2026-03-02,2026-03-02,13.1,0.55,24,True
REQ-004020,2026-03-02,2026-03-03,2026-03-03,33.4,1.39,94,True
REQ-004021,2026-03-02,2026-03-02,2026-03-02,17.5,0.73,168,True
REQ-004022,2026-03-02,2026-03-04,,61.5,2.56,185,True
REQ-004023,2026-03-02,2026-03-03,2026-03-03,47.3,1.97,24,False
REQ-004024,2026-03-02,2026-03-03,2026-03-03,38.5,1.6,31,False
REQ-004025,2026-03-02,2026-03-03,2026-03-03,31.7,1.32,168,True
